ID,pvalue,HR,CIlow,CIup
AKAP12,4.22848036066847e-05,2.35981027349928,1.53428906726487,3.62950153639555
THBS1,0.376145518174323,1.22599785786565,0.759055571806381,1.98018538209817
PAPPA,0.174783850331337,1.33210121564395,0.875367067071931,2.02714234458889
ANKRD33B,0.00810280901538818,1.76700423034902,1.16279370307414,2.68517445684196
AKT3,0.205747910609231,0.757829476862979,0.497572293086684,1.1542152245651
ZFPM2,0.00925365832911618,1.75112308626111,1.15288094822385,2.65979940770194
LRRK2,0.0775732847111457,1.46181446679643,0.962470139299554,2.22022631984248
CCNB1,0.0143784439273942,1.80925844591203,1.17541648884809,2.78489893170716
FOXF2,0.191917324515241,0.736228127158735,0.475117946933581,1.14083641486907
PAX9,0.0551614558738923,0.661417081732352,0.419962844489197,1.04169347776335
ABRACL,0.0796914014783476,0.689942651944304,0.449231547053306,1.0596336479358
CLSPN,0.00626983375672152,2.05482444052625,1.31754614967034,3.20467217215918
HMGB3,0.00783963396037901,1.98533256296438,1.27645430923217,3.08788599565127
CCNE1,4.17783283024331e-06,2.97551387116812,1.95873108848575,4.5201114382467
NR3C1,2.27910645880236e-05,2.42135546505352,1.56795278893553,3.73924669767949
FLI1,0.0392974361934443,0.64696593589434,0.42085513757592,0.994558186026973
S1PR1,0.29982934079018,1.24476149970317,0.815504196998374,1.89996715755267
MAP2K6,0.0262613621264316,0.626380520748546,0.406773515533669,0.964547940783387
